,Time[ms],Stimulation[V],mean delta F/F,median delta F/F,STD delta F/F,delta F/F repetition #1,delta F/F repetition #2,delta F/F repetition #3,delta F/F repetition #4,delta F/F repetition #5
9048,9048.0,0.0,0.12486668804020792,0.2004114601600822,0.19761801937051185,0.306451432907776,-0.10410665701187853,0.33855953742534,-0.11698233328028007,0.2004114601600822
9152,9152.0,0.0,0.03699457760537294,-0.013508838496562946,0.09508541189690707,-0.013508838496562946,0.07879478428470278,-0.05350108018807988,-0.0313013952994853,0.20448941772629003
9256,9256.0,0.0,0.08508096899704012,0.10304147075020116,0.0686861730447598,0.13724779037585919,-0.03339420819201656,0.10304147075020116,0.16092630908801533,0.05758348296314144
9360,9360.0,0.0,-0.04733772347281466,-0.0463207597220011,0.0799050932739207,-0.06906191411481136,-0.03602442803367095,0.08241729148134029,-0.0463207597220011,-0.16769880697493017
9464,9464.0,0.0,0.049971029957113756,0.09245169500098516,0.10700778111991514,0.12219333095259328,0.09245169500098516,-0.16024378362350156,0.12494031513608157,0.07051359231941035
9568,9568.0,0.0,0.026462150453694145,0.03451700741005261,0.057205294315558,0.03451700741005261,0.08516800928563455,-0.07593616300249932,0.014865510106637073,0.07369638846864583
9672,9672.0,0.0,0.000587168116504061,-0.048034378481616985,0.09761661567458929,0.01776627086867233,-0.07375796653125112,-0.07664040327021643,-0.048034378481616985,0.1836023179969325
9776,9776.0,0.0,0.08018401914478852,0.0685924982757706,0.042809484909962496,0.12855437014552248,0.01394974895776216,0.1254765535646206,0.0685924982757706,0.06434692478026673
9880,9880.0,0.0,0.09691317244942654,0.07588456082124534,0.156146369610612,0.38267788590304413,0.09983654301793775,0.007667217350785826,-0.08150034484588035,0.07588456082124534
9984,9984.0,0.0,0.018444707340213935,0.021334596974714928,0.054350743003218696,0.09971765913757694,0.021334596974714928,-0.05460774346592116,-0.02424531805400818,0.05002434210870715
10088,10088.0,0.0,0.05881075450734139,0.09133890968336218,0.12451067166348298,0.20435675386126234,0.09133890968336218,-0.13398568221290297,-0.028680566608308214,0.16102435781329363
10192,10192.0,0.0,0.03602509916986353,0.09245169500098516,0.07528101413288174,0.09971765913757694,0.09245169500098516,0.10002329817427039,-0.06103772083399644,-0.0510294356295184
10296,10296.0,0.0,0.14116864247277455,0.08190674939737504,0.13930298522908993,0.08190674939737504,0.05067166443932133,0.32195958825772025,-0.035837444957292026,0.2871426552267482
10400,10400.0,0.0,0.038943503049609016,0.03955924090312197,0.04175827440792505,0.00027341308811708244,0.11359461603582227,0.03955924090312197,0.04278741577802545,-0.0014971705570417037
